State,District,Location,Longitude,Latitude,Cd,Cr,Cu,Pb,Mn,Ni,Fe,Zn
Gujarat,Dahod,Panchwada,74.308300,22.729200,0.457000,0.069000,0.176659,0.019000,0.002000,1.659000,1.147000,0.052000
Gujarat,Dahod,Dadhela,74.066700,22.837500,0.412000,0.403000,0.090919,1.422000,0.014000,1.808000,0.834000,0.184000
Gujarat,Dahod,Limbdi,74.158300,23.004200,0.452000,0.209000,0.100699,1.633000,0.043000,1.772000,1.220000,0.055000
Gujarat,Dahod,Mirakhedi,74.200000,22.933300,0.446000,0.362000,0.517905,2.507000,0.067000,1.624000,0.701000,0.075000
Gujarat,Dang,Ahwa1,73.684900,20.756200,0.604000,0.362000,0.730221,0.252000,0.014000,1.583000,0.759000,0.075000
Gujarat,Dang,Chikhli,73.676400,20.659600,0.354000,0.266000,0.240491,1.109000,0.056000,1.670000,1.001000,0.049000
Gujarat,Dang,Chinchpada,73.776400,20.642500,0.412000,0.403000,0.736862,1.422000,0.043000,1.636000,1.152000,0.080000
Gujarat,Dang,Dhumkal,73.767300,20.636500,0.448000,0.182000,0.497578,0.728000,0.012000,1.808000,0.759000,0.127000
Gujarat,Dang,Ghubita,73.732100,20.799500,0.425000,0.185000,0.410707,2.348000,0.011000,1.670000,0.909000,0.256000
Gujarat,Dang,Jakana,73.742000,20.628000,0.403000,0.410000,0.718517,1.480000,0.013000,1.563000,1.028000,0.184000
Gujarat,Dang,Malegaon,73.744700,20.593800,0.446000,0.403000,0.655145,1.306000,0.001000,1.607000,0.801000,0.218000
Gujarat,Dang,Nadak Khadi,73.613100,20.803100,0.441000,0.239000,0.757768,0.537000,0.042000,1.636000,0.955000,0.047000
Gujarat,Dang,Umberpada,73.722000,20.679900,0.441000,0.230000,0.314616,1.650000,0.010000,1.563000,0.834000,0.237000
Gujarat,Dang,Bardipada,73.615500,20.974900,0.403000,0.104000,0.675584,0.719000,0.010000,1.583000,1.014000,0.058000
Gujarat,Dang,Aherdi,73.627100,20.681700,0.472000,0.403000,0.699589,1.107000,0.043000,1.651000,2.215000,0.172000
Gujarat,Dang,Chinchnogaotha,73.549700,20.805200,0.434000,0.209000,0.327664,0.566000,0.078000,1.545000,1.308000,0.080000
Gujarat,Dang,Jamalpada,73.524700,20.719300,0.452000,0.230000,0.105139,2.507000,0.002000,1.607000,0.834000,0.104000
Gujarat,Dang,Nana Pada,73.603000,20.690100,0.448000,0.380000,0.356314,0.245000,0.011000,1.624000,2.215000,0.075000
Gujarat,Dang,Sakarpatal,73.581200,20.696000,0.354000,0.216000,0.612232,0.537000,0.078000,1.659000,1.227000,0.055000
Gujarat,Dang,Sodmal,73.619400,20.859100,0.505000,0.361000,0.312591,0.541000,0.025000,1.581000,1.135000,0.104000
Gujarat,Dang,Vazat Amba,73.495600,20.883300,0.441000,0.380000,0.036597,0.728000,0.012000,1.551000,1.066000,0.172000
Gujarat,Dang,Waghai,73.500700,20.757600,0.434000,0.189000,0.571629,0.071000,0.034000,1.808000,1.028000,0.069000
Gujarat,Devbhoomi Dwarka,Fotdi,69.851200,22.022400,0.370000,0.271000,0.412612,0.043000,0.034000,1.543000,1.081000,0.075000
Gujarat,Devbhoomi Dwarka,Jampar,69.761200,22.036400,0.507000,0.134000,0.513235,0.541000,0.011000,1.657000,1.045000,0.133000
Gujarat,Devbhoomi Dwarka,Mota Gunda,69.719000,22.011500,0.444000,0.271000,0.298059,0.302000,0.006000,1.617000,0.955000,0.080000
Gujarat,Devbhoomi Dwarka,Nawagam,69.765600,21.976300,0.441000,0.182000,0.740903,0.071000,0.056000,1.563000,0.704000,0.104000
Gujarat,Devbhoomi Dwarka,Drasan Vel,69.039500,22.290400,0.441000,0.362000,0.632806,0.302000,0.010000,1.492000,0.909000,0.051000
Gujarat,Devbhoomi Dwarka,Asota Mota,69.373300,22.269900,0.449000,0.266000,0.086185,0.908000,0.004000,1.558000,0.955000,0.181000
Gujarat,Devbhoomi Dwarka,Bhogat,69.244300,21.990500,0.460000,0.069000,0.797430,0.915000,0.078000,1.628000,2.215000,0.127000
Gujarat,Devbhoomi Dwarka,Gandhvi,69.359200,21.855700,0.403000,0.373000,0.408002,1.422000,0.011000,1.626000,1.028000,0.052000
Gujarat,Devbhoomi Dwarka,Gojines,69.204200,22.024600,0.354000,0.216000,0.178721,1.013000,0.014000,1.636000,0.813000,0.075000
Gujarat,Devbhoomi Dwarka,Gurgadh,69.190900,22.194700,0.446000,0.266000,0.603676,0.396000,0.011000,1.562000,1.045000,0.069000
Gujarat,Devbhoomi Dwarka,Khakharda,69.372100,22.104800,0.422000,0.026000,0.132747,0.719000,0.014000,1.772000,1.081000,0.218000
Gujarat,Devbhoomi Dwarka,Nagadiya,69.562200,21.940800,0.425000,0.373000,0.451090,1.013000,0.025000,1.808000,1.227000,0.262000
Gujarat,Devbhoomi Dwarka,Navadra,69.286500,21.939900,0.474000,0.398000,0.640830,0.908000,0.010000,1.657000,1.001000,0.055000
Gujarat,Devbhoomi Dwarka,Bajana,69.756000,22.135600,0.444000,0.230000,0.112428,0.541000,0.014000,1.563000,0.896000,0.055000
Gujarat,Devbhoomi Dwarka,Beh,69.464200,22.261900,0.457000,0.243000,0.153114,1.480000,0.013000,1.508000,0.701000,0.256000
Gujarat,Devbhoomi Dwarka,Danta,69.679900,22.272300,0.408000,0.387000,0.304519,1.323000,0.006000,1.628000,1.001000,0.058000
Gujarat,Devbhoomi Dwarka,Gorinja,69.066400,22.159300,0.420000,0.364000,0.401089,0.566000,0.042000,1.583000,0.834000,0.052000
Gujarat,Devbhoomi Dwarka,Korada,69.047900,22.223800,0.459000,0.401000,0.388962,1.594000,0.014000,1.657000,0.701000,0.262000
Gujarat,Devbhoomi Dwarka,Mulvasar,69.089500,22.265700,0.434000,0.364000,0.449890,1.633000,0.002000,1.451000,1.147000,0.052000
Gujarat,Devbhumi Dwarka,Ambardi,69.858300,21.916600,0.604000,0.373000,0.288927,1.112000,0.001000,1.772000,0.909000,0.069000
Gujarat,Devbhumi Dwarka,Mota Kalawad,69.834300,21.906100,0.434000,0.134000,0.210141,1.422000,0.087000,1.626000,0.801000,0.051000
Gujarat,Devbhumi Dwarka,Bhatia,69.268800,22.090900,0.505000,0.401000,0.214183,1.013000,0.013000,1.628000,1.194000,0.184000
Gujarat,Devbhumi Dwarka,Juvanpur,69.364900,22.167700,0.505000,0.134000,0.566415,0.019000,0.014000,1.461000,1.028000,0.184000
Gujarat,Devbhumi Dwarka,Kalyanpur,69.054200,22.307600,0.398000,0.271000,0.280474,0.541000,0.001000,1.461000,1.014000,0.262000
Gujarat,Devbhumi Dwarka,Kalyanpur2,69.389300,22.016900,0.604000,0.410000,0.265830,1.633000,0.014000,1.551000,0.704000,0.104000
Gujarat,Devbhumi Dwarka,Khirsara,69.599700,21.978200,0.444000,0.398000,0.302857,0.915000,0.042000,1.545000,1.081000,0.120000
Gujarat,Devbhumi Dwarka,Lambha 1,69.308400,21.911300,0.448000,0.361000,0.364796,2.348000,0.010000,1.508000,1.147000,0.048000
Gujarat,Devbhumi Dwarka,Pindara1,69.258900,22.247600,0.505000,0.069000,0.355321,0.506000,0.013000,1.617000,1.751000,0.075000
Gujarat,Devbhumi Dwarka,Raval,69.492000,21.929800,0.604000,0.216000,0.234980,1.633000,0.042000,1.508000,1.014000,0.052000
Gujarat,Devbhumi Dwarka,Vamansa,69.188700,22.084000,0.507000,0.230000,0.299220,0.566000,0.010000,1.492000,1.152000,0.184000
Gujarat,Devbhumi Dwarka,Bhadthar,69.576100,22.075400,0.452000,0.380000,0.555785,0.071000,0.012000,1.461000,1.135000,0.051000
Gujarat,Devbhumi Dwarka,Hanzdapur,69.436800,22.188900,0.446000,0.271000,0.173165,2.507000,0.067000,1.581000,1.135000,0.105000
Gujarat,Devbhumi Dwarka,Kuvadia,69.591900,22.207500,0.448000,0.239000,0.676638,0.245000,0.014000,1.581000,1.308000,0.052000
Gujarat,Devbhumi Dwarka,Salaya,69.598400,22.309900,0.400000,0.182000,0.218784,0.252000,0.010000,1.624000,0.955000,0.055000
Gujarat,Devbhumi Dwarka,Vadtara,69.507700,22.210200,0.446000,0.361000,0.255544,0.396000,0.006000,1.461000,1.135000,0.105000
Gujarat,Devbhumi Dwarka,Vinjhalpur,69.599600,22.148300,0.472000,0.243000,0.241808,0.396000,0.043000,1.551000,1.308000,0.080000
Gujarat,Devbhumi Dwarka,Mewasha,69.815900,21.925600,0.403000,0.380000,0.573878,0.396000,0.006000,1.461000,1.152000,0.049000
Gujarat,Devbhumi Dwarka,Amaliya Chokri,69.095500,22.208100,0.457000,0.069000,0.263414,0.537000,0.004000,1.562000,1.751000,0.237000
Gujarat,Devbhumi Dwarka,Aramda,69.035000,22.427500,0.400000,0.266000,0.056331,1.323000,0.087000,1.520000,1.227000,0.127000
Gujarat,Devbhumi Dwarka,Dwarka,68.960400,22.240700,0.398000,0.398000,0.409595,1.107000,0.014000,1.628000,1.194000,0.309000
Gujarat,Devbhumi Dwarka,Hambusar,69.054200,22.383700,0.472000,0.243000,0.382457,0.506000,0.001000,1.674000,1.001000,0.069000
Gujarat,Devbhumi Dwarka,Mojap,68.979600,22.361500,0.446000,0.364000,0.720836,2.507000,0.002000,1.545000,1.043000,0.309000
Gujarat,Devbhumi Dwarka,Samrasar1,69.106300,22.369900,0.457000,0.104000,0.421015,0.566000,0.010000,1.520000,1.135000,0.105000
Gujarat,Devbhumi Dwarka,Varwada,68.961500,22.297700,0.474000,0.410000,0.349090,1.633000,0.056000,1.808000,1.081000,0.089000
Gujarat,Gir Somnath,Jamvala1,70.763600,20.981500,0.457000,0.104000,0.570414,1.633000,0.019000,1.651000,1.840000,0.069000
Gujarat,Gir Somnath,Dolasa,70.847200,20.819400,0.472000,0.380000,0.192320,0.019000,0.042000,1.624000,0.896000,0.133000
Gujarat,Gir Somnath,Ghotwad,70.760500,20.927100,0.422000,0.373000,0.222737,0.571000,0.056000,1.551000,1.001000,0.309000
Gujarat,Gir Somnath,Kodinar1,70.697400,20.813600,0.449000,0.182000,0.176629,0.396000,0.025000,1.581000,0.701000,0.080000
Gujarat,Gir Somnath,Prasli,70.639000,20.899400,0.505000,0.069000,0.616739,1.650000,0.010000,1.607000,0.896000,0.079000
Gujarat,Gir Somnath,Ajotha,70.508200,20.900200,0.457000,0.243000,0.762973,1.650000,0.078000,1.508000,0.759000,0.048000
Gujarat,Gir Somnath,Govindpura2,70.402100,20.955100,0.400000,0.380000,0.255580,0.302000,0.013000,1.624000,1.220000,0.080000
Gujarat,Gir Somnath,Moraj,70.437200,20.985900,0.403000,0.239000,0.053958,1.323000,0.078000,1.545000,0.701000,0.120000
Gujarat,Gir Somnath,Ankolvadi_1,70.665100,21.041200,0.472000,0.373000,0.340557,0.071000,0.013000,1.554000,1.062000,0.127000
Gujarat,Gir Somnath,Bhim Deval,70.606800,20.964600,0.425000,0.026000,0.434432,0.537000,0.078000,1.628000,0.896000,0.055000
Gujarat,Gir Somnath,Jambur[Madhapar,70.605600,21.031000,0.457000,0.361000,0.691596,0.302000,0.053000,1.545000,0.896000,0.133000
Gujarat,Gir Somnath,Talala1,70.526200,21.049100,0.379000,0.239000,0.119477,0.506000,0.043000,1.551000,0.801000,0.052000
Gujarat,Gir Somnath,Girgadhada,70.916800,20.925200,0.400000,0.369000,0.490458,0.071000,0.012000,1.583000,1.152000,0.052000
Gujarat,Gir Somnath,Jargla Jargali,70.942000,20.908600,0.472000,0.361000,0.064611,0.396000,0.034000,1.563000,1.001000,0.237000
Gujarat,Gir Somnath,Kesariyaji_1,70.940300,20.803800,0.604000,0.271000,0.107712,0.571000,0.056000,1.651000,0.759000,0.309000
Gujarat,Gir Somnath,Nadiya Mandavi,71.012100,20.742500,0.441000,0.271000,0.264715,2.507000,0.042000,1.508000,1.224000,0.079000
Gujarat,Gir Somnath,Sametar,71.120700,20.851600,0.444000,0.361000,0.627648,0.302000,0.078000,1.492000,1.224000,0.256000
Gujarat,Gir Somnath,Una2,71.041600,20.822400,0.362000,0.134000,0.348715,0.043000,0.053000,1.583000,0.834000,0.109000
Gujarat,Jamnagar,Dhrol2,70.412900,22.564400,0.446000,0.189000,0.464085,0.915000,0.004000,1.674000,1.062000,0.047000
Gujarat,Jamnagar,Latipur,70.539800,22.618800,0.505000,0.376000,0.782580,0.252000,0.011000,1.636000,0.834000,0.079000
Gujarat,Jamnagar,Balwa,69.958600,21.894800,0.425000,0.398000,0.748359,1.594000,0.013000,1.508000,1.062000,0.079000
Gujarat,Jamnagar,Satapar,69.922000,21.811200,0.451000,0.243000,0.139485,1.594000,0.043000,1.545000,0.909000,0.181000
Gujarat,Jamnagar,Seth Vadala,70.122000,22.031700,0.412000,0.361000,0.145262,0.541000,0.008000,1.772000,0.813000,0.089000
Gujarat,Jamnagar,Bed1,69.901300,22.432200,0.604000,0.379000,0.721928,0.396000,0.042000,1.617000,0.701000,0.048000
Gujarat,Jamnagar,Changa,70.025300,22.340100,0.441000,0.361000,0.176148,0.396000,0.014000,1.651000,0.896000,0.080000
Gujarat,Jamnagar,Falla,70.314100,22.533600,0.507000,0.369000,0.479667,0.245000,0.011000,1.562000,1.066000,0.098000
Gujarat,Jamnagar,Gordhanpur,70.002700,22.445500,0.412000,0.271000,0.699239,0.566000,0.002000,1.628000,1.840000,0.075000
Gujarat,Jamnagar,Jambuda,70.206400,22.521500,0.420000,0.362000,0.087224,1.650000,0.008000,1.461000,1.135000,0.237000
Gujarat,Jamnagar,Jamnagar2,70.065500,22.468600,0.604000,0.271000,0.346098,0.915000,0.056000,1.543000,1.152000,0.256000
Gujarat,Jamnagar,Moti Khavdi,69.866900,22.383000,0.403000,0.401000,0.093466,0.019000,0.056000,1.808000,1.194000,0.256000
Gujarat,Jamnagar,Vijarkha,70.190600,22.404200,0.472000,0.069000,0.729892,0.915000,0.053000,1.670000,1.308000,0.104000
Gujarat,Jamnagar,Badanpar,70.312500,22.687500,0.379000,0.398000,0.688624,0.566000,0.034000,1.508000,1.123000,0.237000
Gujarat,Jamnagar,Dudhai2,70.501900,22.791000,0.472000,0.410000,0.003258,0.019000,0.042000,1.583000,1.147000,0.049000
Gujarat,Jamnagar,Keshiya,70.397100,22.696600,0.420000,0.209000,0.695639,0.537000,0.013000,1.554000,1.152000,0.098000
Gujarat,Jamnagar,Pithad,70.559200,22.689000,0.472000,0.216000,0.614874,0.566000,0.067000,1.583000,0.813000,0.256000
Gujarat,Jamnagar,Haripur2,70.341100,22.253000,0.434000,0.230000,0.763844,0.571000,0.001000,1.562000,1.123000,0.127000
Gujarat,Jamnagar,Kalawad,70.381000,22.214100,0.412000,0.387000,0.397503,0.541000,0.002000,1.659000,0.759000,0.051000
Gujarat,Jamnagar,Moti Matli,70.268100,22.317600,0.441000,0.271000,0.521724,2.348000,0.013000,1.624000,1.308000,0.052000
Gujarat,Jamnagar,Nikava,70.535700,22.193600,0.604000,0.373000,0.427681,1.594000,0.011000,1.551000,0.704000,0.075000
Gujarat,Jamnagar,Toda,70.383900,22.064900,0.507000,0.398000,0.266425,1.480000,0.002000,1.624000,1.751000,0.105000
Gujarat,Jamnagar,Bangour,69.879000,22.096400,0.425000,0.387000,0.568748,2.348000,0.019000,1.492000,0.801000,0.051000
Gujarat,Jamnagar,Lalpur1,69.958800,22.190700,0.403000,0.380000,0.263791,1.306000,0.043000,1.607000,2.215000,0.133000
Gujarat,Jamnagar,Vad Panchasara,70.116700,22.233300,0.449000,0.266000,0.779500,1.306000,0.042000,1.461000,0.909000,0.075000
Gujarat,Junagadh,Juni Dhari Gundali,70.797300,21.532900,0.398000,0.410000,0.117980,0.043000,0.013000,1.461000,0.909000,0.153000
Gujarat,Junagadh,Bhesan,70.706100,21.549500,0.472000,0.410000,0.568068,0.961000,0.013000,1.558000,0.704000,0.049000
Gujarat,Junagadh,Bilkha,70.597500,21.435300,0.448000,0.069000,0.100855,2.507000,0.004000,1.551000,1.194000,0.141000
Gujarat,Junagadh,Chokli,70.532500,21.602100,0.370000,0.266000,0.686261,0.537000,0.087000,1.508000,1.227000,0.089000
Gujarat,Junagadh,Vadal,70.506000,21.594700,0.444000,0.361000,0.668117,1.013000,0.042000,1.554000,0.801000,0.049000
Gujarat,Junagadh,Junagadh1,70.449800,21.507500,0.459000,0.362000,0.484394,2.348000,0.004000,1.451000,1.308000,0.105000
Gujarat,Junagadh,Bhatsimroli,70.180300,21.226200,0.507000,0.380000,0.026532,1.650000,0.006000,1.551000,1.147000,0.052000
Gujarat,Junagadh,Kewarda,70.204800,21.268500,0.441000,0.364000,0.671264,1.013000,0.012000,1.674000,0.704000,0.051000
Gujarat,Junagadh,Budhecha,70.216200,21.094900,0.400000,0.069000,0.692714,0.908000,0.025000,1.583000,0.813000,0.049000
Gujarat,Junagadh,Chorwad,70.224800,21.032400,0.460000,0.401000,0.433179,0.719000,0.034000,1.492000,0.801000,0.181000
Gujarat,Junagadh,Galodar,70.273600,21.149500,0.472000,0.104000,0.784681,0.541000,0.001000,1.636000,1.001000,0.153000
Gujarat,Junagadh,Juthal,70.268900,21.164000,0.510000,0.026000,0.675714,0.043000,0.056000,1.657000,1.081000,0.256000
Gujarat,Junagadh,Khambalia1,70.190500,21.047000,0.441000,0.271000,0.174015,0.302000,0.010000,1.508000,1.081000,0.075000
Gujarat,Junagadh,Seriakhan,70.250100,21.115400,0.362000,0.271000,0.620349,0.908000,0.043000,1.624000,0.801000,0.104000
Gujarat,Junagadh,Bantva,70.089600,21.491100,0.354000,0.379000,0.791123,0.506000,0.067000,1.674000,1.081000,0.127000
Gujarat,Junagadh,Saradiya,70.035800,21.573900,0.403000,0.266000,0.026620,0.541000,0.025000,1.636000,1.751000,0.048000
Gujarat,Junagadh,Arena,70.177100,21.080800,0.403000,0.239000,0.508782,1.594000,0.006000,1.657000,0.801000,0.080000
Gujarat,Junagadh,Bamanwara,70.055500,21.223400,0.459000,0.243000,0.633443,0.019000,0.034000,1.670000,1.081000,0.051000
Gujarat,Junagadh,Goraj1,70.153400,21.186000,0.604000,0.387000,0.320309,1.650000,0.001000,1.583000,0.955000,0.048000
Gujarat,Junagadh,Kalej,70.085000,21.249600,0.398000,0.376000,0.298392,0.396000,0.019000,1.545000,1.308000,0.262000
Gujarat,Junagadh,Khorada1,70.187600,21.072200,0.354000,0.026000,0.040993,0.302000,0.034000,1.554000,0.704000,0.052000
Gujarat,Junagadh,Maktupur1,70.093400,21.134700,0.460000,0.362000,0.744232,1.650000,0.001000,1.554000,1.194000,0.309000
Gujarat,Junagadh,Manketara,70.128300,21.150100,0.505000,0.410000,0.368570,1.013000,0.043000,1.617000,0.834000,0.069000
Gujarat,Junagadh,Osa,70.064200,21.372900,0.510000,0.185000,0.277239,0.019000,0.078000,1.607000,1.028000,0.080000
Gujarat,Junagadh,Sepa,70.202500,21.112300,0.422000,0.069000,0.752926,0.506000,0.011000,1.543000,1.043000,0.133000
Gujarat,Junagadh,Shardagram,70.143100,21.103800,0.448000,0.362000,0.626694,0.566000,0.078000,1.624000,0.704000,0.051000
Gujarat,Junagadh,Sil,70.049200,21.186100,0.422000,0.216000,0.478969,0.961000,0.043000,1.545000,0.813000,0.104000
Gujarat,Junagadh,Bagadi,70.508600,21.373600,0.354000,0.230000,0.402653,0.245000,0.010000,1.508000,1.123000,0.105000
Gujarat,Junagadh,Dantrana,70.464500,21.376900,0.425000,0.230000,0.116286,0.566000,0.006000,1.624000,1.135000,0.127000
Gujarat,Junagadh,Khadiya,70.518100,21.423000,0.400000,0.387000,0.339433,0.571000,0.043000,1.545000,1.014000,0.218000
Gujarat,Junagadh,Moti Kodiyar,70.528900,21.324800,0.434000,0.387000,0.363168,0.396000,0.034000,1.651000,0.801000,0.058000
Gujarat,Junagadh,Alwani,70.636300,21.233700,0.457000,0.369000,0.530158,1.633000,0.014000,1.628000,1.227000,0.256000
Gujarat,Junagadh,Kanedipur,70.489300,21.271200,0.448000,0.380000,0.112725,0.961000,0.010000,1.583000,1.066000,0.184000
Gujarat,Junagadh,Mendarda1,70.439700,21.333600,0.460000,0.271000,0.766729,1.323000,0.053000,1.554000,0.701000,0.172000
Gujarat,Junagadh,Khokharda,70.317600,21.420100,0.403000,0.209000,0.275310,1.650000,0.013000,1.617000,1.194000,0.075000
Gujarat,Junagadh,Khoras Ahir,70.335700,21.378800,0.420000,0.271000,0.752567,0.915000,0.087000,1.545000,1.014000,0.075000
Gujarat,Junagadh,Kasia Naka Check Post,70.645600,21.253300,0.472000,0.376000,0.792900,0.719000,0.004000,1.617000,0.896000,0.262000
Gujarat,Junagadh,Prempara,70.703300,21.298300,0.472000,0.361000,0.199357,1.109000,0.087000,1.562000,1.028000,0.109000
Gujarat,Junagadh,Sobhavadla Gir,70.587500,21.347000,0.448000,0.361000,0.055924,1.422000,0.019000,1.508000,1.224000,0.141000
Gujarat,Kachchh,Kothara,68.908800,23.163400,0.420000,0.380000,0.201859,1.480000,0.006000,1.563000,1.081000,0.089000
Gujarat,Kachchh,Mothala,69.135500,23.203100,0.354000,0.387000,0.141009,0.252000,0.010000,1.520000,0.896000,0.127000
Gujarat,Kachchh,Naliya1,68.830600,23.259400,0.379000,0.379000,0.645187,0.541000,0.067000,1.554000,1.066000,0.141000
Gujarat,Kachchh,Tera,68.940400,23.283000,0.354000,0.230000,0.557564,0.915000,0.043000,1.603000,1.001000,0.262000
Gujarat,Kachchh,Vinjhan1,69.026800,23.104700,0.434000,0.364000,0.440780,0.506000,0.008000,1.551000,1.045000,0.256000
Gujarat,Kachchh,Tuna,70.050600,23.019200,0.412000,0.243000,0.471466,0.961000,0.008000,1.636000,1.751000,0.309000
Gujarat,Kachchh,Kakarwa,70.406600,23.479900,0.354000,0.104000,0.535879,0.019000,0.034000,1.545000,1.220000,0.105000
Gujarat,Kachchh,Kharoi,70.356600,23.460100,0.510000,0.364000,0.346073,0.961000,0.019000,1.583000,1.001000,0.055000
Gujarat,Kachchh,Ratanpur Khadir,70.362500,23.862200,0.472000,0.369000,0.115220,0.043000,0.078000,1.624000,1.001000,0.058000
Gujarat,Kachchh,Samakhiali,70.504100,23.306700,0.420000,0.026000,0.325360,1.480000,0.087000,1.808000,1.043000,0.079000
Gujarat,Kachchh,Bhuj1,69.664200,23.243400,0.379000,0.266000,0.138787,1.112000,0.013000,1.607000,0.955000,0.104000
Gujarat,Kachchh,Haboi,69.855300,23.355100,0.379000,0.069000,0.753215,0.071000,0.053000,1.603000,1.751000,0.256000
Gujarat,Kachchh,Khavada,69.728700,23.846100,0.604000,0.209000,0.033407,1.633000,0.043000,1.543000,1.152000,0.075000
Gujarat,Kachchh,Kotay,69.784700,23.384700,0.448000,0.271000,0.519391,0.302000,0.034000,1.603000,1.220000,0.127000
Gujarat,Kachchh,Lodai,69.900000,23.397100,0.460000,0.182000,0.422115,1.633000,0.012000,1.657000,1.227000,0.109000
Gujarat,Kachchh,Sedat,69.637500,23.171400,0.459000,0.209000,0.149930,0.396000,0.008000,1.603000,1.066000,0.184000
Gujarat,Kachchh,Sukhpar,69.607100,23.198700,0.604000,0.185000,0.191322,0.728000,0.042000,1.554000,1.001000,0.184000
Gujarat,Kachchh,Shinaya,70.062400,23.039500,0.446000,0.069000,0.068115,1.107000,0.014000,1.674000,1.014000,0.262000
Gujarat,Kachchh,Dolatpar,68.893600,23.597700,0.451000,0.182000,0.198201,1.633000,0.034000,1.551000,1.308000,0.181000
Gujarat,Kachchh,Kharai_1,68.684000,23.472300,0.370000,0.379000,0.158182,0.071000,0.056000,1.626000,1.081000,0.120000
Gujarat,Kachchh,Lakhpat1,68.774900,23.823200,0.379000,0.239000,0.370144,0.961000,0.010000,1.451000,1.194000,0.184000
Gujarat,Kachchh,Mata No Madh,68.947900,23.547300,0.452000,0.182000,0.550663,0.071000,0.002000,1.603000,1.840000,0.309000
Gujarat,Kachchh,Moti Cher,68.658200,23.769000,0.400000,0.185000,0.551743,0.719000,0.010000,1.772000,1.840000,0.104000
Gujarat,Kachchh,Bambhdai,69.082600,22.941500,0.425000,0.410000,0.250668,0.396000,0.008000,1.603000,1.001000,0.153000
Gujarat,Kachchh,Dunai,69.501700,23.058000,0.354000,0.379000,0.531849,0.019000,0.087000,1.583000,1.043000,0.237000
Gujarat,Kachchh,Kotadi,69.193800,23.046600,0.370000,0.364000,0.193578,1.650000,0.078000,1.551000,0.704000,0.105000
Gujarat,Kachchh,Kotaya,69.079000,23.044500,0.422000,0.361000,0.635439,1.650000,0.067000,1.607000,1.062000,0.080000
Gujarat,Kachchh,Mandvi-3,69.327400,22.842900,0.403000,0.069000,0.565922,0.019000,0.087000,1.520000,1.014000,0.133000
Gujarat,Kachchh,Mau Moti_1,69.290600,23.104000,0.604000,0.104000,0.763849,0.961000,0.078000,1.657000,1.220000,0.262000
Gujarat,Kachchh,Bhadreshwar,69.897300,22.912800,0.370000,0.380000,0.345924,0.541000,0.013000,1.551000,1.751000,0.153000
Gujarat,Kachchh,Karagoga,69.661900,22.938100,0.604000,0.361000,0.556644,1.480000,0.001000,1.551000,1.066000,0.075000
Gujarat,Kachchh,Luni,69.809900,22.872800,0.354000,0.403000,0.056189,1.112000,0.010000,1.628000,0.909000,0.237000
Gujarat,Kachchh,Nani Tumbdi,69.549000,22.996300,0.434000,0.209000,0.256747,0.396000,0.011000,1.508000,1.043000,0.120000
Gujarat,Kachchh,Vadala,69.853800,22.916800,0.403000,0.403000,0.703997,0.506000,0.004000,1.551000,1.840000,0.309000
Gujarat,Kachchh,Adesar,70.959700,23.554900,0.434000,0.069000,0.256848,0.571000,0.011000,1.651000,1.014000,0.075000
Gujarat,Kachchh,Deshalpur Rapar,70.680800,23.750400,0.379000,0.104000,0.204881,1.306000,0.001000,1.603000,1.043000,0.127000
Gujarat,Kachchh,Rapar2,70.651800,23.566800,0.446000,0.361000,0.301859,0.043000,0.011000,1.670000,1.152000,0.127000
Gujarat,Kheda,Alina,73.047700,22.805700,0.459000,0.230000,0.616435,1.107000,0.004000,1.628000,1.194000,0.237000
Gujarat,Kheda,Boriyavi,72.931100,22.610800,0.474000,0.026000,0.276296,0.019000,0.012000,1.808000,1.135000,0.105000
Gujarat,Kheda,Dakor,73.157900,22.748800,0.472000,0.134000,0.593752,1.112000,0.004000,1.545000,0.813000,0.105000
Gujarat,Kheda,Kalesar,73.184000,22.731300,0.398000,0.364000,0.024497,0.541000,0.010000,1.551000,1.135000,0.309000
Gujarat,Kheda,Muliyad,73.149700,22.790800,0.446000,0.380000,0.585767,0.908000,0.025000,1.551000,1.751000,0.055000
Gujarat,Mahesana,Asjol,72.181500,23.513400,0.412000,0.364000,0.090056,0.728000,0.013000,1.624000,1.028000,0.098000
Gujarat,Mahesana,Dharpura,72.111800,23.544000,0.398000,0.209000,0.438243,0.728000,0.056000,1.551000,0.704000,0.133000
Gujarat,Mahesana,Vidj,72.297600,23.248000,0.362000,0.266000,0.336873,0.571000,0.010000,1.461000,1.014000,0.237000
Gujarat,Mahesana,Kheralu-1,72.607500,23.887200,0.444000,0.239000,0.712209,0.537000,0.006000,1.508000,1.227000,0.058000
Gujarat,Mahesana,Maguna,72.290400,23.577200,0.362000,0.185000,0.435240,0.396000,0.012000,1.551000,1.045000,0.256000
Gujarat,Mahesana,Vav,72.782500,24.015500,0.604000,0.104000,0.071461,0.571000,0.004000,1.636000,1.147000,0.256000
Gujarat,Mahesana,Dosaj,72.450000,23.841700,0.362000,0.182000,0.303820,0.252000,0.014000,1.657000,1.220000,0.141000
Gujarat,Mahesana,Sihi,72.347400,23.799600,0.459000,0.209000,0.793504,2.507000,0.013000,1.508000,1.224000,0.133000
Gujarat,Mahesana,Unjha,72.394600,23.797600,0.446000,0.362000,0.119869,1.112000,0.042000,1.563000,1.135000,0.098000
